,index,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title_std,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,movie_same_name,averageRating,numVotes,search_index,error_message,profit,log_profit,log_production_budget,same_period_indicator,same_period_profit,same_period_rating,same_period_budget,same_period_movie_id,avg_search_index
65,182,3,1603.0,5379,tt0844479,movie,The Collector,The Collector,0,2009,\N,90,"Horror,Thriller",collector,2009-07-31,The Collector,3000000.0,7712114.0,10473836.0,Freestyle Releasing,R,Horror,1,6.3,70608.0,10.653846153846152,,7473836.0,18.936337700014448,14.91412317996566,1,18.887600531602295,6.699999999999999,16.538879406943956,"tt1185836,tt1201167",34.23076923076923
66,183,4,1604.0,12340,tt1457767,movie,The Conjuring,The Conjuring,0,2013,\N,112,"Horror,Mystery,Thriller",conjuring,2013-07-19,The Conjuring,20000000.0,137400141.0,318000141.0,Warner Bros.,R,Horror,1,7.5,542771.0,3.1153846153846154,,298000141.0,19.94238005212208,16.811242881518265,1,19.08782903726774,6.2,18.55005257621154,"tt1860353,tt0790736,tt1821694",44.56410256410256
67,184,5,1605.0,5872,tt0968264,movie,The Conspirator,The Conspirator,0,2010,\N,122,"Crime,Drama,History",conspirator,2011-04-15,The Conspirator,25000000.0,11538204.0,15907411.0,Roadside Attractions,PG-13,Drama,1,6.9,29703.0,3.1538461538461537,The request failed: Google returned a response with code 429,-9092589.0,18.8321770411534,17.034386422832473,1,20.139008594299533,6.9,18.31532023940565,tt1436562,62.80769230769231
68,185,6,1606.0,2454,tt0387131,movie,The Constant Gardener,The Constant Gardener,0,2005,\N,129,"Drama,Mystery,Romance",constant gardener,2005-08-31,The Constant Gardener,25500000.0,33579798.0,86301599.0,Focus Features,R,Drama,1,7.4,147101.0,5.230769230769231,The request failed: Google returned a response with code 429,60801599.0,19.21277511871777,17.05418904934434,1,18.727842893390058,5.066666666666666,17.870594127745356,"tt0355295,tt0402901,tt0318081",18.01282051282051
69,186,7,1607.0,2376,tt0380277,movie,The Cookout,The Cookout,0,2004,\N,97,Comedy,cookout,2004-09-03,The Cookout,16000000.0,11540112.0,11540112.0,Lionsgate,PG-13,Comedy,1,3.8,3157.0,6.714285714285714,,-4459888.0,18.862414217732027,16.588099342704055,1,18.866160173300514,6.2,16.951004817371683,tt0241025,36.65714285714286
70,189,15,1615.0,14531,tt1666801,movie,The DUFF,The Duff,0,2015,\N,101,"Comedy,Romance",duff,2015-02-20,The DUFF,8500000.0,34030343.0,43528634.0,CBS Films,PG-13,Comedy,1,6.4,99898.0,7.884615384615385,,35028634.0,19.088656951901026,15.955576839107596,1,18.968338536443795,6.2,16.55164595992606,"tt2097298,tt2637294",4.6826923076923075
71,190,16,1616.0,9152,tt1226271,movie,The Damned United,The Damned United,0,2009,\N,98,"Biography,Drama,Sport",damned united,2009-10-09,The Damned United,6400000.0,449865.0,4199874.0,Sony Pictures Classics,R,Drama,1,7.5,45420.0,11.288461538461538,The request failed: Google returned a response with code 500,-2200126.0,18.876838174233782,15.671808704579888,1,19.152281555233834,6.05,16.065415734795963,"tt1087527,tt1078940",34.730769230769226
72,191,18,1618.0,2578,tt0402249,movie,The Dark Hours,The Dark Hours,0,2005,\N,80,"Horror,Thriller",dark hours,2005-10-13,The Dark Hours,400000.0,423.0,423.0,Freestyle Releasing,R,Horror,1,6.0,5544.0,17.76923076923077,,-399577.0,18.888183899618056,12.899222326086994,1,18.70562810298173,5.9,17.72753358339242,tt0421054,54.76923076923077
73,192,19,1619.0,7318,tt1093357,movie,The Darkest Hour,The Darkest Hour,0,2011,\N,89,"Action,Adventure,Horror",darkest hour,2011-12-25,The Darkest Hour,34800000.0,21443494.0,62831715.0,Summit Entertainment,PG-13,Action,1,4.9,63134.0,6.09433962264151,The request failed: Google returned a response with code 429,28031715.0,19.05212120869328,17.365127973480337,1,19.21606545565717,7.075,16.900292736561884,"tt27453564,tt0983193,tt10086612,tt1568911,tt1389137,tt1602098",16.579825834542813
74,194,21,1621.0,5882,tt0970416,movie,The Day the Earth Stood Still,The Day the Earth Stood Still,0,2008,\N,104,"Adventure,Drama,Sci-Fi",day the earth stood still,2008-12-12,The Day the Earth Stood Still,80000000.0,79366978.0,233066978.0,20th Century Fox,PG-13,Adventure,1,5.5,176616.0,10.211538461538462,,153066978.0,19.561927716027082,18.197537205138154,1,19.13884379279823,7.083333333333333,16.144263550053875,"tt0361500,tt0918927,tt0976051,tt1125849,tt1152850,tt1205489",18.41315916787615
75,196,23,1623.0,6490,tt1033575,movie,The Descendants,The Descendants,0,2011,\N,115,"Comedy,Drama",descendants,2011-11-16,The Descendants,20000000.0,82624961.0,175507800.0,Fox Searchlight,R,Drama,1,7.3,247797.0,16.807692307692307,The request failed: Google returned a response with code 429,155507800.0,19.569693965471878,16.811242881518265,1,19.166080040253767,5.275,17.560136905204423,"tt1402488,tt1253864,tt0810913,tt1719071",15.067307692307693
76,197,24,1624.0,13656,tt1560985,movie,The Devil Inside,The Devil Inside,0,2012,\N,83,Horror,devil inside,2012-01-06,The Devil Inside,1000000.0,53262945.0,101759490.0,Paramount Pictures,R,Horror,1,4.2,36921.0,5.173076923076923,The request failed: Google returned a response with code 500,100759490.0,19.379109050032206,13.815511557963774,0,0.0,0.0,0.0,,0.0
77,198,25,1625.0,3006,tt0458352,movie,The Devil Wears Prada,The Devil Wears Prada,0,2006,\N,109,"Comedy,Drama",devil wears prada,2006-06-30,The Devil Wears Prada,35000000.0,124740460.0,326073155.0,20th Century Fox,PG-13,Comedy,1,6.9,447963.0,11.01923076923077,The request failed: Google returned a response with code 429,291073155.0,19.92714009273831,17.370858648025116,1,18.891170786130147,5.9,14.508658238524095,tt0369994,13.115384615384617
78,201,28,1628.0,22828,tt3172532,movie,The Diary of a Teenage Girl,The Diary of a Teenage Girl,0,2015,\N,102,"Comedy,Drama,Romance",diary of a teenage girl,2015-08-07,The Diary of a Teenage Girl,2000000.0,1477002.0,2279959.0,Sony Pictures Classics,R,Drama,1,6.8,33103.0,6.730769230769231,The request failed: Google returned a response with code 429,279959.0,18.89243259416892,14.508658238524095,1,19.28326290067948,8.2,17.034386422832473,tt0983983,27.442307692307693
79,202,29,1629.0,14382,tt1645170,movie,The Dictator,The Dictator,0,2012,\N,83,Comedy,dictator,2012-05-16,The Dictator,65000000.0,59650222.0,180148897.0,Paramount Pictures,R,Comedy,1,6.4,326967.0,5.057692307692308,,115148897.0,19.43282295637389,17.989897843244524,0,0.0,0.0,0.0,,0.0
80,203,30,1630.0,13822,tt1578275,movie,The Dilemma,The Dilemma,0,2011,\N,111,"Comedy,Drama",dilemma,2011-01-14,The Dilemma,70000000.0,48475290.0,70546865.0,Universal,PG-13,Comedy,1,5.3,56448.0,6.096153846153846,The request failed: Google returned a response with code 429,546865.0,18.89409645791064,18.064005814299346,1,19.157097823883156,6.35,16.83325141035104,"tt1056477,tt0990407",13.240384615384617
81,210,37,1637.0,5476,tt0864761,movie,The Duchess,The Duchess,0,2008,\N,110,"Biography,Drama,History",duchess,2008-09-19,The Duchess,27000000.0,13848978.0,45160110.0,Paramount Vantage,PG-13,Drama,1,6.9,86373.0,5.307692307692308,,18160110.0,18.998193203948667,17.11134746100564,1,18.96228377617036,5.85,16.858897969147698,"tt1046163,tt0465502",36.92307692307693
82,217,45,1645.0,2593,tt0404032,movie,The Exorcism of Emily Rose,The Exorcism of Emily Rose,0,2005,\N,119,"Drama,Horror,Thriller",exorcism of emily rose,2005-09-09,The Exorcism of Emily Rose,18000000.0,75072454.0,144529078.0,Sony Pictures,PG-13,Horror,1,6.7,137884.0,5.846153846153846,The request failed: Google returned a response with code 500,126529078.0,19.473350586350758,16.705882371415992,1,18.82255105844784,6.25,17.01397542723901,"tt0350261,tt0399327",45.81730769230769
83,219,47,1647.0,15173,tt1764651,movie,The Expendables 2,The Expendables 2,0,2012,\N,103,"Action,Adventure,Thriller",expendables ,2012-08-17,The Expendables 2,100000000.0,85028192.0,311979256.0,Lionsgate,R,Action,1,6.6,318806.0,6.557692307692308,The request failed: Google returned a response with code 429,211979256.0,19.73434864993004,18.420680753952364,1,18.959128925555046,6.8,15.91175617244482,"tt1623288,tt1462769,tt1990314,tt1971352,tt9073940",24.934615384615384
84,220,48,1648.0,3085,tt0469903,movie,The Express,The Express,0,2008,\N,130,"Biography,Drama,Sport",express,2008-10-10,The Express,37500000.0,9793406.0,9813309.0,Universal,PG,Drama,1,7.2,22651.0,18.384615384615383,,-27686691.0,18.700683228711192,17.439851517607305,1,19.00611856431366,6.550000000000001,16.5031498312508,"tt1082868,tt1032755",12.548076923076923
85,222,50,1650.0,15663,tt1839642,movie,The Face of Love,The Face of Love,0,2013,\N,92,"Drama,Mystery,Romance",face of love,2014-03-07,The Face of Love,4000000.0,385069.0,1158877.0,IFC Films,PG-13,Drama,1,6.2,5838.0,29.25,The request failed: Google returned a response with code 429,-2841123.0,18.872767813407872,15.201805169084134,1,19.612526396530583,6.5,18.6541176200645,"tt0864835,tt1253863",6.653846153846153
86,223,53,1653.0,19951,tt2582846,movie,The Fault in Our Stars,The Fault in Our Stars,0,2014,\N,126,"Drama,Romance",fault in our stars,2014-06-06,The Fault in Our Stars,12000000.0,124872350.0,307166834.0,20th Century Fox,PG-13,Drama,1,7.7,394418.0,10.865384615384617,The request failed: Google returned a response with code 429,295166834.0,19.936174580037758,16.300417291085605,0,0.0,0.0,0.0,,0.0
87,226,56,1656.0,8091,tt1144884,movie,The Final Destination,The Final Destination,0,2009,\N,82,"Horror,Thriller",final destination,2009-08-28,The Final Destination,40000000.0,66477700.0,187384627.0,Warner Bros.,R,Horror,1,5.1,112911.0,7.365384615384615,The request failed: Google returned a response with code 429,147384627.0,19.54361038131222,17.504390037078213,1,18.87293785711333,5.8,16.608154333041657,"tt1127896,tt1007018,tt22485786",14.807692307692308
88,227,57,1657.0,29001,tt6133466,movie,The First Purge,The First Purge,0,2018,\N,97,"Action,Horror,Sci-Fi",first purge,2018-07-04,The First Purge,13000000.0,69086325.0,136112145.0,Universal,R,Horror,1,5.2,68772.0,2.8076923076923075,The request failed: Google returned a response with code 500,123112145.0,19.46135365272944,16.380459992348886,1,19.696673524213917,7.05,18.02695183206864,"tt5052474,tt5095030",4.673076923076923
89,228,58,1658.0,27964,tt5649144,movie,The Florida Project,The Florida Project,0,2017,\N,111,Drama,florida project,2017-10-06,The Florida Project,2000000.0,5904366.0,11303040.0,A24,R,Drama,1,7.6,123716.0,7.923076923076923,The request failed: Google returned a response with code 429,9303040.0,18.94720080913933,14.508658238524095,0,0.0,0.0,0.0,,0.0
90,231,62,1662.0,25244,tt4276820,movie,The Founder,The Founder,0,2016,\N,115,"Biography,Drama",founder,2017-01-20,The Founder,15000000.0,12786053.0,24408130.0,Weinstein Co.,PG-13,Drama,1,7.2,169654.0,21.53846153846154,The request failed: Google returned a response with code 429,9408130.0,18.947821337849685,16.52356082573315,1,19.545135900152655,6.266666666666667,16.063922911713917,"tt4972582,tt4902904,tt1293847",16.346153846153847
91,232,63,1663.0,2661,tt0414993,movie,The Fountain,The Fountain,0,2006,\N,97,"Drama,Mystery,Romance",fountain,2006-11-22,The Fountain,35000000.0,10144010.0,15461638.0,Warner Bros.,PG-13,Drama,1,7.2,246336.0,12.423076923076923,,-19538362.0,18.760444977429575,17.370858648025116,1,19.038411190401916,6.271428571428571,16.442695335712838,"tt0454987,tt0420835,tt0790604,tt0470765,tt0308055,tt0366548,tt0464049",20.708791208791208
92,233,65,1665.0,9303,tt1235170,movie,The Future,The Future,0,2011,\N,91,"Drama,Fantasy,Romance",future,2011-07-29,The Future,1000000.0,568662.0,1239174.0,Roadside Attractions,R,Drama,1,6.1,9048.0,37.26923076923077,The request failed: Google returned a response with code 429,239174.0,18.892178100781372,13.815511557963774,1,19.357651708001853,7.225,17.05781367561197,"tt1540133,tt0472181,tt22029884,tt1478964",18.283653846153847
93,234,66,1666.0,3243,tt0492956,movie,The Game Plan,The Game Plan,0,2007,\N,110,"Comedy,Family,Sport",game plan,2007-09-28,The Game Plan,22000000.0,90648202.0,146590987.0,Walt Disney,PG,Comedy,1,6.4,98923.0,20.57692307692308,The request failed: Google returned a response with code 429,124590987.0,19.466563577623234,16.906553056777135,1,18.8987587753122,7.15,17.199757212351805,"tt0399095,tt0431197",63.81730769230769
94,236,68,1668.0,2837,tt0435651,movie,The Giver,The Giver,0,2014,\N,97,"Drama,Romance,Sci-Fi",giver,2014-08-15,The Giver,25000000.0,45090374.0,55090374.0,Weinstein Co.,PG-13,Drama,1,6.4,123636.0,10.288461538461538,The request failed: Google returned a response with code 429,30090374.0,19.06301017493014,17.034386422832473,1,18.865597389064337,5.9,15.169535925182007,"tt1282046,tt1460798",37.083817126269956
95,237,69,1669.0,2947,tt0452624,movie,The Good German,The Good German,0,2006,\N,105,"Drama,Mystery,Romance",good german,2006-12-15,The Good German,32000000.0,1308696.0,6678033.0,Warner Bros.,R,Drama,1,6.0,25857.0,16.76923076923077,,-25321967.0,18.718397554586005,17.281246492014,1,19.35762214087416,6.949999999999999,17.43777357944413,"tt0498380,tt0446755,tt0454921,tt0479143,tt0449010,tt0413895",10.288461538461538
96,239,73,1673.0,7295,tt1092633,movie,"The Goods: Live Hard, Sell Hard","The Goods: Live Hard, Sell Hard",0,2009,\N,89,Comedy,goods live hard sell hard,2009-08-14,"The Goods: Live Hard, Sell Hard",10000000.0,15122676.0,15297318.0,Paramount Vantage,R,Comedy,1,5.7,22377.0,6.326923076923077,The request failed: Google returned a response with code 429,5297318.0,18.923256343663958,16.118095750958318,1,19.041579914703597,6.15,16.452010450066652,"tt0452694,tt1220213",36.97115384615385
97,240,75,1675.0,2771,tt0427998,movie,The Grand,The Grand,0,2007,\N,104,Comedy,grand,2008-03-21,The Grand,3000000.0,115879.0,115879.0,Anchor Bay Entertai…,R,Comedy,1,5.9,5971.0,18.73076923076923,The request failed: Google returned a response with code 429,-2884121.0,18.8724941802307,14.91412317996566,1,19.027194420689455,5.733333333333333,16.736861714413525,"tt0817538,tt0440803,tt1047494",13.807692307692308
98,242,77,1677.0,2767,tt0427309,movie,The Great Debaters,The Great Debaters,0,2007,\N,126,"Biography,Drama,Romance",great debaters,2007-12-25,The Great Debaters,15000000.0,30226144.0,30261293.0,Weinstein Co.,PG-13,Drama,1,7.5,61638.0,7.019230769230769,The request failed: Google returned a response with code 429,15261293.0,18.981788526880937,16.52356082573315,1,19.100101368153158,6.883333333333334,16.754814684113672,"tt0808417,tt0825232,tt0469494,tt0507925,tt0841046,tt0887719,tt0472062",7.282967032967034
99,243,78,1678.0,1971,tt0326905,movie,The Great Raid,The Great Raid,0,2005,\N,132,"Action,Drama,War",great raid,2005-08-12,The Great Raid,60000000.0,10166502.0,10597070.0,Miramax,R,Action,1,6.6,23792.0,4.826923076923077,The request failed: Google returned a response with code 429,-49402930.0,18.521404163880856,17.909855136853043,1,19.03199177393199,5.575,17.211089759943718,"tt0367652,tt0403016,tt0397101,tt0430105",14.26923076923077
100,245,86,1686.0,13402,tt1540133,movie,The Guard,The Guard,0,2011,\N,96,"Comedy,Crime,Thriller",guard,2011-07-29,The Guard,6000000.0,5359774.0,21197454.0,Sony Pictures Classics,R,Comedy,1,7.3,93865.0,44.30769230769231,The request failed: Google returned a response with code 500,15197454.0,18.98142421010535,15.607270193858982,1,19.335340180670862,6.925,16.60987401663817,"tt1235170,tt0472181,tt22029884,tt1478964",16.52403846153846
101,247,100,1700.0,2320,tt0373908,movie,The Honeymooners,The Honeymooners,0,2005,\N,90,"Comedy,Family,Romance",honeymooners,2005-06-10,The Honeymooners,27000000.0,12834849.0,13174426.0,Paramount Pictures,PG-13,Comedy,1,3.4,7526.0,16.615384615384617,The request failed: Google returned a response with code 429,-13825574.0,18.800311172059374,17.11134746100564,1,19.251095193832498,6.0,16.790795088649485,"tt0356443,tt0758713,tt0338095",12.743589743589745
102,248,102,1702.0,25654,tt4481514,movie,The House,The House,0,2017,\N,88,"Comedy,Crime",house,2017-06-30,The House,40000000.0,25584504.0,31192743.0,Warner Bros.,R,Comedy,1,5.6,46257.0,77.5576923076923,,-8807257.0,18.83406603114019,17.504390037078213,0,0.0,0.0,0.0,,0.0
103,251,106,1706.0,2983,tt0455782,movie,The Hunting Party,The Hunting Party,0,2007,\N,101,"Adventure,Comedy,Drama",hunting party,2007-09-07,The Hunting Party,40000000.0,876671.0,7729552.0,Weinstein Co.,R,Adventure,1,6.8,25860.0,8.923076923076923,The request failed: Google returned a response with code 429,-32270448.0,18.66542571944343,17.504390037078213,1,18.857457384714586,5.449999999999999,15.1695360418486,"tt0784972,tt0422401",21.288461538461537
104,254,110,1710.0,2896,tt0443543,movie,The Illusionist,The Illusionist,0,2006,\N,110,"Drama,Fantasy,Mystery",illusionist,2006-08-18,The Illusionist,16500000.0,39868642.0,83792062.0,Yari Film Group Rel…,PG-13,Drama,1,7.5,385300.0,3.1538461538461537,The request failed: Google returned a response with code 429,67292062.0,19.241746369603337,16.61887099947687,1,18.8495262479735,5.7,16.012735246411598,tt0427968,8.788461538461538
105,257,126,1726.0,2551,tt0399201,movie,The Island,The Island,0,2005,\N,136,"Action,Sci-Fi,Thriller",island,2005-07-22,The Island,120000000.0,35818913.0,163018913.0,Dreamworks SKG,PG-13,Action,1,6.8,324120.0,58.88461538461539,,43018913.0,19.128809705079576,18.603002309079653,1,18.95158875666508,7.25,13.637175264562305,"tt6164502,tt0410097",12.048076923076923
106,258,128,1728.0,15876,tt1872194,movie,The Judge,The Judge,0,2014,\N,141,"Crime,Drama",judge,2014-10-10,The Judge,50000000.0,47119388.0,76119388.0,Warner Bros.,R,Drama,1,7.4,198820.0,20.46153846153846,,26119388.0,19.04189890210705,17.72753358339242,1,19.05831600140954,6.8999999999999995,15.604947330738069,"tt2170593,tt2582802,tt2205401",52.480769230769226
107,259,133,1733.0,2699,tt0419887,movie,The Kite Runner,The Kite Runner,0,2007,\N,128,Drama,kite runner,2007-12-14,The Kite Runner,20000000.0,15800078.0,74180745.0,Paramount Vantage,PG-13,Drama,1,7.6,81941.0,14.288461538461538,,54180745.0,19.182330823982575,16.811242881518265,1,18.703731882663497,7.1,17.21670797295976,tt0438859,26.384615384615383
108,260,140,1740.0,13874,tt1584131,movie,The Last Godfather,The Last Godfather,0,2010,\N,100,"Comedy,Crime,Romance",last godfather,2011-04-01,The Last Godfather,13400000.0,164247.0,164247.0,Roadside Attractions,PG-13,Comedy,1,3.5,1274.0,12.346153846153848,,-13235753.0,18.804338102249133,16.410765339548,1,19.23544889801566,6.366666666666667,15.793808934017278,"tt1591095,tt1529572,tt1411704",53.31410256410256
